3,20
17,4
43,5
16,29
63,44
63,55
55,69
5,22
37,11
50,39
59,39
25,16
48,1
43,60
13,6
49,37
3,32
57,23
46,69
2,35
37,1
53,27
31,22
63,36
46,43
68,57
45,67
32,9
48,65
15,15
8,29
13,1
55,41
65,65
13,31
49,69
19,6
29,19
32,23
49,41
15,24
65,22
15,33
6,21
7,9
69,64
63,23
5,21
15,1
44,1
11,27
63,34
15,13
39,9
63,20
58,29
28,21
7,37
39,65
41,16
21,6
49,47
47,61
50,63
23,15
68,67
64,57
19,13
69,61
1,22
27,3
28,13
19,31
23,2
3,31
25,6
61,47
51,63
59,64
27,2
7,33
63,63
65,42
5,12
12,15
27,9
15,7
6,17
17,17
15,2
59,61
63,47
57,33
13,17
47,67
11,26
20,3
13,7
17,33
10,5
57,32
58,53
7,18
66,65
6,5
11,5
41,9
21,21
69,43
11,20
41,14
38,3
67,69
15,17
45,58
51,61
54,23
49,39
59,29
53,63
45,69
16,1
55,51
21,13
56,47
63,40
63,37
37,19
43,3
7,17
27,5
14,25
17,3
44,69
31,8
14,9
14,7
63,45
4,1
49,34
19,44
46,53
38,17
33,0
50,55
27,25
63,21
19,12
35,10
54,3
65,50
47,62
38,65
61,39
33,1
65,52
5,5
0,3
63,33
30,27
29,27
29,1
48,67
33,23
46,5
60,35
39,14
59,46
51,49
64,21
69,60
3,3
59,58
9,36
9,37
48,41
23,5
7,3
61,65
61,22
3,15
4,37
43,20
66,45
69,66
43,12
54,43
52,49
15,23
33,21
36,67
61,24
5,7
37,7
60,55
53,70
52,1
21,33
53,69
67,43
61,34
6,31
55,55
59,40
16,17
65,25
24,29
59,21
66,63
61,41
17,24
0,15
17,19
1,13
23,3
49,45
39,2
59,49
31,25
65,40
7,7
70,43
57,63
65,54
18,1
41,15
25,19
33,18
5,24
13,3
64,37
43,7
31,9
30,11
56,63
65,34
67,39
17,18
65,37
49,56
59,25
7,11
65,38
37,18
5,3
21,22
47,69
19,9
70,39
15,14
40,3
5,31
19,21
55,34
67,49
45,11
17,23
41,5
33,6
37,10
55,2
17,9
57,39
5,1
9,10
17,7
60,23
55,68
5,11
63,67
59,65
7,19
51,56
26,1
30,3
15,20
19,15
3,21
59,51
11,7
61,26
19,23
22,11
25,8
18,17
27,26
17,29
7,13
65,33
44,5
22,13
56,65
24,19
25,17
55,66
65,39
32,19
3,19
9,15
54,63
55,23
61,59
21,11
46,39
57,40
65,19
65,59
65,48
64,47
32,21
1,5
15,11
65,23
4,23
35,13
47,66
11,15
5,19
6,13
1,19
25,36
27,1
67,44
57,70
25,7
63,35
15,12
69,56
57,20
29,9
51,45
4,3
67,45
18,33
13,26
63,60
63,65
58,51
5,17
55,31
48,5
3,23
57,34
17,20
56,37
3,14
68,39
51,60
23,6
3,33
47,1
59,23
5,6
53,47
39,12
4,33
27,19
31,15
13,13
17,11
65,66
8,35
23,19
9,9
4,31
17,21
59,53
27,23
58,35
54,45
3,27
65,68
70,55
41,11
63,42
29,20
34,23
61,30
15,27
46,67
49,36
51,42
57,49
65,62
42,11
52,63
63,25
19,28
37,21
24,1
10,11
31,21
27,27
34,5
51,69
60,37
59,55
43,8
3,16
65,57
67,60
69,59
60,63
3,17
67,47
61,35
31,11
13,23
33,7
25,3
43,69
24,11
43,2
13,9
44,11
10,33
57,51
59,20
38,13
45,62
13,32
67,41
7,4
67,62
52,41
60,19
28,23
5,41
59,69
29,5
3,1
48,37
7,26
61,25
63,53
45,49
58,25
67,57
34,65
35,11
32,3
35,19
67,63
2,1
11,19
51,32
65,45
21,37
17,15
62,31
55,42
1,9
1,16
63,32
57,22
51,35
42,3
58,21
63,28
59,67
39,3
10,21
39,8
1,12
27,20
45,3
61,21
54,35
52,43
67,67
28,7
29,3
9,42
62,47
11,31
37,69
57,37
22,19
41,7
23,16
15,5
2,19
67,59
39,60
12,37
53,23
53,41
62,23
26,7
53,40
39,68
26,21
19,5
35,8
41,59
29,23
21,16
41,20
24,5
37,13
28,27
67,55
31,6
20,15
65,63
3,29
9,13
7,32
13,5
12,9
1,18
5,35
9,2
26,15
14,11
19,20
46,1
10,35
49,1
21,4
13,39
41,6
19,3
61,44
9,8
61,45
65,41
38,19
13,2
7,29
49,64
8,13
11,37
43,1
22,3
21,1
65,49
59,35
56,23
25,1
13,30
63,61
1,10
7,1
61,33
59,68
57,21
9,7
9,19
15,9
30,19
31,27
55,33
25,23
14,29
9,22
40,9
40,17
9,3
9,25
36,7
32,11
17,13
6,9
20,23
11,29
19,19
69,50
57,27
49,35
40,63
59,41
60,47
65,21
64,45
57,41
57,67
23,11
47,2
3,5
68,63
49,32
66,51
63,43
3,25
57,47
13,19
55,67
55,38
3,35
60,69
7,31
58,45
34,9
53,45
67,70
1,25
7,24
35,1
68,53
7,20
7,8
1,23
19,1
39,11
11,28
51,67
69,68
37,9
35,9
69,51
53,22
61,53
5,58
62,17
7,58
31,35
39,15
9,24
49,49
32,47
35,37
29,45
38,43
21,60
19,29
55,65
61,60
53,57
47,15
53,55
44,33
17,68
17,69
56,5
31,56
37,38
65,15
61,1
69,19
5,63
51,57
45,59
51,21
34,47
57,35
29,14
37,52
29,60
6,41
45,24
19,25
60,17
45,29
13,52
44,25
36,49
39,46
49,18
1,27
53,58
19,63
33,35
33,15
51,13
19,61
39,67
28,37
60,49
33,43
35,39
61,63
25,43
21,31
53,54
29,38
16,59
47,56
21,53
51,30
52,57
41,33
37,17
35,41
17,35
38,53
67,5
57,45
20,65
1,56
16,65
36,15
23,63
3,51
7,47
46,27
27,63
53,13
67,33
5,47
62,3
13,42
49,61
27,57
26,13
66,35
35,29
19,69
17,53
65,2
23,69
15,51
58,5
33,31
29,15
27,45
31,61
49,9
69,30
27,33
26,11
39,61
26,67
9,51
23,40
4,69
51,25
25,67
33,14
15,50
18,55
45,31
47,59
32,61
25,57
37,67
45,35
25,31
66,19
17,47
6,47
63,3
11,64
43,59
23,28
11,69
31,63
31,45
45,22
61,49
69,13
70,11
44,53
41,22
47,31
53,25
61,14
64,1
47,7
27,47
7,65
33,65
16,55
31,23
19,38
22,31
35,25
65,6
53,61
5,55
35,23
10,53
24,57
67,26
23,67
67,13
24,47
32,35
21,45
23,32
31,33
10,69
17,49
21,49
55,9
37,63
57,3
69,67
15,55
57,31
33,49
37,58
53,64
67,12
3,53
29,69
41,37
22,35
23,46
15,36
37,51
3,60
46,31
11,43
45,50
69,6
15,47
35,64
23,50
13,57
65,13
31,47
6,45
9,23
34,51
45,16
62,1
43,47
37,27
2,55
35,67
43,49
44,37
28,35
3,57
39,57
2,41
30,33
32,17
16,63
45,56
17,45
69,23
15,29
19,41
62,9
17,43
15,48
35,35
45,34
48,17
17,31
33,41
57,62
47,57
18,61
27,15
35,17
33,12
49,48
67,29
67,9
35,51
32,27
29,16
67,18
33,13
43,53
15,49
49,31
34,37
9,64
18,49
4,35
23,37
51,5
45,53
45,39
49,10
16,43
64,17
49,60
48,15
19,55
48,59
40,35
43,33
23,33
25,54
13,65
52,15
47,12
39,38
35,33
25,56
43,31
33,25
43,63
13,21
28,47
12,55
57,53
55,13
29,37
13,47
8,45
65,27
39,62
1,37
42,45
57,6
23,14
7,57
13,22
27,29
26,9
53,30
1,44
67,32
31,57
69,15
56,15
35,63
61,52
7,38
15,65
36,31
9,50
26,65
46,49
44,59
18,59
1,43
55,5
41,29
67,27
27,55
3,58
47,34
43,40
57,4
11,49
24,65
20,49
26,63
44,29
48,43
28,51
22,53
12,49
33,53
13,41
41,67
40,59
26,47
65,26
51,9
53,10
67,21
51,59
47,33
41,24
0,67
51,28
65,29
65,16
29,33
30,31
54,33
3,69
11,55
41,53
30,37
3,41
65,28
21,69
15,34
34,25
29,49
57,61
13,54
4,11
41,36
32,45
29,55
39,53
31,55
42,55
39,33
28,17
11,61
38,57
57,13
30,13
19,68
24,63
52,21
33,66
15,53
31,48
13,59
45,19
11,21
45,21
26,41
32,15
56,25
50,17
27,53
46,17
8,67
26,39
36,29
51,53
25,18
47,29
4,47
61,31
67,35
13,55
21,30
47,65
59,17
48,25
43,29
49,17
3,55
31,29
25,61
49,40
20,55
14,63
19,45
59,8
39,30
9,21
37,47
12,51
69,3
34,53
1,36
29,53
52,3
31,17
25,15
43,46
39,39
65,7
7,23
41,55
55,16
32,43
29,11
47,58
0,53
19,33
5,60
21,23
33,67
21,39
45,40
13,11
47,13
13,49
65,11
9,62
65,51
68,11
60,11
51,11
26,49
21,62
17,57
10,51
14,39
15,25
57,19
59,16
55,61
51,43
15,57
55,15
5,56
63,9
8,55
66,15
7,43
65,3
14,53
45,45
10,57
9,67
28,67
9,27
1,55
2,39
20,41
35,40
57,9
6,69
39,55
57,29
55,19
9,53
18,65
27,67
53,11
15,22
43,19
43,41
12,63
29,63
51,31
47,43
22,59
23,31
69,1
65,8
29,40
13,67
36,55
26,61
31,43
31,53
17,65
13,51
64,15
31,13
18,51
21,46
7,49
21,65
35,47
38,49
39,51
15,69
60,3
15,66
53,17
1,57
68,25
2,67
1,33
39,59
5,65
47,24
32,39
51,17
25,63
11,41
61,17
65,30
11,65
33,51
15,61
31,44
9,57
41,63
67,23
55,28
67,7
12,57
45,8
66,11
51,29
33,62
22,51
69,21
28,31
27,65
35,5
7,52
44,15
41,40
29,46
42,43
9,39
8,23
59,1
14,37
49,28
35,69
37,43
3,48
55,12
45,48
43,15
54,11
70,25
21,56
17,25
47,37
8,15
16,39
21,57
37,33
37,35
58,57
42,5
39,63
68,15
41,43
47,8
67,11
29,17
59,57
54,57
63,4
63,12
9,63
7,45
34,45
27,31
3,65
56,3
68,23
33,29
49,25
23,52
45,23
45,36
57,15
12,43
45,15
7,55
59,5
35,57
3,64
28,29
3,59
41,35
44,65
41,13
47,63
20,59
29,39
56,53
41,25
49,29
61,50
37,23
8,69
5,69
1,7
25,52
14,61
28,65
51,55
41,18
41,45
22,63
35,2
53,5
21,26
13,37
24,49
11,3
47,51
57,55
7,69
29,59
67,15
11,48
35,36
57,25
11,46
55,14
12,23
35,62
57,12
37,25
67,3
45,13
25,55
45,43
31,52
21,61
61,9
21,3
3,47
57,7
69,5
8,49
25,45
40,47
33,40
47,52
36,39
36,51
43,54
70,37
36,61
48,29
39,27
5,45
69,4
3,39
43,32
31,59
39,26
31,37
23,36
61,43
21,25
50,21
53,29
28,59
23,35
21,43
33,56
55,25
33,60
1,35
47,41
50,3
12,45
51,27
19,59
37,41
4,53
23,59
19,36
20,47
1,41
16,57
30,55
31,39
39,43
5,48
5,68
63,57
24,43
27,59
11,18
25,42
0,59
41,50
36,45
35,61
49,55
7,42
7,64
69,17
27,35
36,59
61,5
69,14
13,25
43,17
47,22
47,54
35,56
61,56
38,31
53,31
17,46
21,35
62,7
11,51
13,60
35,59
30,53
47,17
57,11
43,21
7,63
3,13
47,23
9,46
19,67
7,61
23,29
22,65
43,9
49,13
3,67
53,12
5,57
1,29
25,41
43,42
63,51
14,47
29,35
31,28
5,66
1,64
34,43
19,35
35,42
28,55
33,58
57,57
54,29
69,22
13,45
15,46
57,5
3,63
27,69
46,61
1,59
41,62
58,55
23,54
25,53
47,21
59,24
27,49
37,48
21,27
16,33
47,53
1,63
1,69
41,19
53,59
39,41
45,37
60,1
51,37
39,24
17,37
27,37
47,55
67,25
69,25
49,6
63,54
18,53
36,47
63,7
10,43
41,61
23,39
1,30
46,11
49,59
13,16
57,17
36,35
49,19
47,49
15,41
2,69
33,59
0,31
19,49
33,37
37,60
47,9
3,7
33,61
37,59
67,28
53,19
20,51
55,57
49,52
9,43
33,57
23,13
27,51
36,41
51,33
25,49
35,53
37,64
63,15
25,39
49,27
67,19
28,53
18,45
27,58
43,38
41,38
23,26
5,37
7,39
47,19
55,17
37,39
27,39
56,59
37,15
15,67
24,33
1,67
69,7
42,57
7,66
23,38
19,43
30,59
57,60
29,13
40,33
29,62
37,36
21,47
41,23
11,39
15,56
16,53
41,39
37,55
1,52
19,37
64,5
39,42
51,7
69,35
39,19
41,48
41,27
67,31
35,27
57,10
7,67
21,59
1,51
6,15
5,49
25,33
29,68
69,18
37,28
9,41
11,57
41,49
64,25
68,1
23,45
4,51
69,31
9,69
61,13
23,27
19,27
53,33
55,58
33,63
51,41
63,17
63,5
54,25
45,17
47,20
32,33
17,30
45,30
1,45
49,15
42,15
33,17
29,61
4,61
13,53
25,44
15,59
39,54
35,45
25,65
53,1
34,31
40,53
15,43
15,21
5,40
45,26
45,57
25,29
1,42
25,60
40,41
62,15
53,9
30,41
7,40
30,69
9,49
3,61
35,55
41,47
1,65
24,61
26,33
18,67
14,57
43,28
67,17
11,53
66,13
23,47
1,47
7,15
9,16
17,63
37,57
26,37
14,27
56,51
18,35
9,40
20,53
2,61
53,53
6,63
59,15
45,65
33,54
1,49
23,49
29,43
63,49
2,63
15,63
10,55
25,70
59,7
59,60
43,25
8,53
54,5
31,51
41,51
16,47
31,67
19,53
59,12
2,7
41,26
58,15
53,3
29,57
35,54
42,31
53,16
33,27
32,67
21,29
7,21
37,53
50,13
29,48
19,39
34,27
65,31
16,61
7,60
23,61
61,6
44,23
21,51
24,67
9,55
25,51
27,11
23,65
33,47
50,19
24,13
55,63
25,5
59,9
23,43
41,31
25,58
31,31
9,48
11,67
49,5
3,49
13,18
64,13
17,51
55,53
28,57
4,63
20,33
21,38
20,69
49,38
2,47
14,43
23,53
13,69
62,11
0,5
45,27
47,39
64,51
41,57
32,59
56,9
10,61
9,66
39,49
63,11
45,14
16,41
39,47
45,38
17,59
29,65
21,42
33,45
61,3
21,19
25,35
39,29
43,23
39,56
45,7
13,64
15,37
18,57
37,29
38,27
49,24
22,45
1,61
68,3
51,65
39,25
51,15
32,41
31,30
11,2
21,66
65,1
13,66
23,51
53,21
34,69
18,43
31,50
65,47
19,62
55,29
37,66
21,44
51,19
59,62
31,32
39,44
3,54
28,43
38,35
47,35
1,53
19,64
65,17
63,1
27,68
16,51
47,30
29,31
7,51
13,68
53,14
1,46
34,35
29,42
49,26
47,25
15,39
7,41
45,33
17,41
47,11
62,49
9,65
33,33
30,45
4,45
11,47
63,31
61,7
9,11
69,28
23,55
49,21
55,7
67,20
9,47
69,9
0,49
48,13
45,4
27,32
5,39
30,65
51,12
55,3
33,39
29,47
11,63
24,39
55,49
33,55
2,51
5,43
1,39
61,11
19,30
23,68
5,50
25,30
42,51
47,27
39,37
4,41
37,45
29,50
26,29
32,53
39,45
13,63
41,58
43,45
9,38
8,59
49,11
38,23
49,51
31,49
39,31
41,17
55,11
61,15
3,43
19,65
23,41
33,69
50,9
35,49
5,67
43,51
43,43
39,35
11,45
39,69
4,7
45,47
59,3
37,32
53,15
69,29
70,9
58,1
38,39
58,9
10,59
68,5
68,9
19,47
25,69
41,56
37,49
34,17
17,67
49,65
54,53
52,35
69,37
29,10
58,13
49,53
26,51
34,15
37,31
51,6
61,51
57,18
31,65
43,27
6,51
21,67
45,25
52,53
3,45
9,61
55,18
66,3
60,5
35,43
26,55
47,32
25,13
18,39
13,40
49,50
52,25
49,23
65,58
55,1
25,37
9,59
53,52
67,1
13,35
38,33
8,57
43,39
44,45
47,10
59,2
22,57
21,55
11,68
29,29
33,38
27,44
12,61
41,41
13,61
29,41
26,45
54,31
5,61
43,35
19,32
65,5
25,59
22,69
59,11
37,61
60,9
39,50
5,51
53,8
49,57
27,43
55,8
20,25
42,25
5,59
63,19
47,5
45,51
16,37
7,53
35,31
40,29
43,55
53,7
14,69
9,26
29,34
22,41
68,21
59,13
43,61
45,9
32,69
54,19
50,15
18,41
53,37
3,37
51,38
49,8
16,69
39,17
25,47
43,18
67,0
11,66
11,44
33,30
25,34
15,45
38,63
53,35
68,33
23,25
47,42
69,33
69,27
6,55
21,41
69,11
42,33
7,27
49,33
43,57
41,52
17,61
19,48
20,37
52,19
3,38
11,59
65,9
64,19
27,13
49,22
34,33
51,26
37,37
23,57
28,63
17,39
21,63
13,43
19,57
19,51
11,23
57,1
17,55
31,66
31,41
2,57
45,55
45,41
35,65
67,8
29,51
55,50
3,66
7,59
5,53
42,35
56,55
64,9
46,19
52,27
15,31
9,45
14,59
29,67
4,43
27,41
44,9
43,37
27,61
31,69
31,64
69,16
51,8
67,30
49,7
35,15
41,28
63,13
36,26
56,52
42,53
54,13
52,28
38,66
40,61
56,70
24,60
58,70
14,28
6,14
8,38
2,33
10,67
33,48
66,8
6,40
30,25
65,0
9,56
47,68
7,14
60,24
10,38
14,19
11,50
70,23
40,42
4,2
26,64
40,56
17,42
4,28
16,22
44,55
6,11
22,36
28,22
10,41
68,22
50,64
37,34
38,12
34,0
29,32
16,62
16,5
8,60
39,10
66,20
2,46
33,32
36,46
66,53
47,70
10,14
22,34
38,45
28,58
24,30
12,52
44,58
40,55
18,66
28,50
36,23
11,36
59,50
64,70
21,10
22,26
19,56
39,20
27,24
52,29
13,70
4,29
13,58
46,38
14,40
44,42
6,19
2,10
18,32
21,68
7,30
8,16
32,16
2,70
56,27
54,38
63,10
28,44
20,60
50,47
52,36
44,63
59,44
33,64
0,41
26,62
37,30
14,22
12,12
10,22
28,69
6,28
34,59
30,46
10,66
36,3
42,38
52,6
35,66
34,62
54,46
56,46
23,42
30,54
30,12
50,38
0,44
42,36
34,2
64,2
34,28
68,69
11,52
50,58
23,0
60,65
16,58
24,51
19,54
17,56
51,4
62,50
4,55
44,66
50,32
52,59
36,37
68,64
50,16
59,10
4,6
2,16
9,14
37,22
28,26
1,54
36,34
24,34
50,52
38,55
18,52
34,26
32,25
10,62
66,46
25,22
68,65
8,41
4,36
4,64
4,59
41,54
44,70
16,25
20,48
0,4
30,52
26,57
13,28
35,44
4,21
42,52
58,43
0,47
66,22
34,29
2,12
18,36
59,36
5,8
7,54
31,0
14,65
66,52
6,44
44,24
12,44
20,34
8,42
46,51
34,40
28,24
27,46
60,60
6,68
14,49
15,26
16,38
28,49
27,64
12,13
34,60
14,23
47,50
32,60
57,64
32,48
38,32
34,41
34,48
8,39
5,30
48,63
54,36
21,32
0,10
24,66
22,64
7,36
32,20
65,4
35,70
24,26
70,29
50,42
40,44
3,46
43,56
0,11
50,8
26,46
56,41
30,15
16,19
0,34
61,62
48,16
16,24
48,57
15,44
50,46
52,58
41,64
20,27
13,36
5,52
35,6
30,30
19,50
50,45
0,62
58,56
2,34
52,4
32,50
6,60
62,42
18,42
30,14
66,0
8,48
2,17
66,26
5,44
4,50
36,43
28,60
60,50
46,57
44,35
6,27
38,36
6,53
58,64
2,54
64,26
32,51
38,11
58,42
19,42
28,62
33,16
8,6
24,59
6,34
8,8
30,28
26,53
38,30
70,21
19,60
18,58
47,48
39,48
5,10
58,38
62,52
42,68
40,34
52,7
54,65
60,64
70,59
30,66
47,40
21,40
18,70
0,45
32,46
32,2
14,64
36,11
38,25
14,14
12,67
17,28
0,21
34,8
55,36
29,66
38,51
50,40
24,45
8,2
43,34
43,6
65,36
44,41
20,56
56,4
12,59
6,8
13,24
16,48
20,50
16,64
64,35
59,48
66,61
68,4
54,28
38,34
4,49
56,39
46,0
32,58
58,63
10,63
4,22
2,48
14,42
10,31
0,8
17,58
17,50
34,22
0,57
34,16
55,4
30,44
0,24
6,26
6,30
20,57
67,46
32,62
22,46
20,32
38,40
64,31
15,52
0,2
29,18
64,11
14,41
26,54
54,26
40,37
1,70
18,56
16,67
70,51
11,34
10,44
4,62
70,38
18,26
42,23
70,26
3,62
2,4
18,64
61,46
19,34
36,24
39,32
57,54
4,25
26,58
0,65
46,70
8,61
52,60
2,58
18,31
4,65
38,1
65,46
35,32
45,0
27,70
4,5
54,47
28,42
64,69
46,64
24,41
2,65
0,68
8,37
35,30
12,33
54,27
10,58
2,64
69,36
52,66
50,68
38,22
52,65
44,54
18,48
52,16
2,32
8,31
3,42
22,1
66,21
40,43
40,2
28,2
55,46
64,28
2,62
26,59
52,55
52,26
70,57
14,48
33,20
24,62
50,51
68,34
16,45
67,10
6,6
10,27
60,67
30,43
0,20
66,12
66,36
54,48
31,60
0,37
24,27
60,0
22,47
69,24
32,32
53,42
47,0
40,1
24,53
30,26
67,38
44,7
0,58
39,40
4,10
51,16
10,56
1,20
31,54
55,70
46,30
12,20
18,25
2,20
6,32
26,44
11,54
3,40
26,30
60,40
57,46
56,66
29,2
16,34
40,31
16,50
1,6
32,38
67,34
50,6
58,46
32,7
36,40
1,4
12,60
18,29
22,28
58,36
20,58
14,26
64,34
70,50
16,31
54,44
30,35
26,22
15,6
40,46
8,47
44,46
11,42
53,48
66,38
1,48
50,56
10,42
34,6
16,21
24,24
4,66
40,39
26,43
38,20
28,48
17,32
52,47
28,66
64,29
32,34
32,29
4,48
65,70
10,45
58,28
48,54
18,34
51,54
23,34
63,52
68,24
54,32
12,42
32,0
48,56
34,20
50,4
6,49
6,54
52,69
17,66
12,40
49,42
14,17
26,27
26,0
39,28
22,48
64,68
56,8
19,52
34,18
6,36
5,0
2,0
48,6
6,50
2,43
43,36
24,48
50,43
50,60
60,52
51,34
22,60
56,32
34,30
70,56
64,58
22,37
64,7
38,50
60,44
50,18
16,6
56,10
53,32
55,26
64,56
21,20
59,38
23,22
8,46
30,36
31,38
32,36
55,24
42,10
25,62
2,59
44,57
28,54
66,40
4,12
67,14
56,56
18,54
62,5
47,6
62,62
27,36
38,68
20,16
65,44
39,18
19,24
16,18
66,23
46,6
42,69
54,64
25,20
51,70
17,40
27,56
24,69
42,62
64,62
3,52
15,70
24,37
53,62
16,30
27,50
23,60
7,56
17,6
54,58
52,38
38,54
9,68
48,39
12,65
6,25
31,46
46,59
28,20
39,16
32,64
5,4
46,14
18,8
32,42
44,60
52,46
43,44
4,67
6,20
42,60
52,34
2,66
46,24
47,18
32,24
32,1
6,66
14,58
68,14
33,36
35,24
28,32
67,16
58,18
50,0
68,19
62,61
27,52
70,53
26,25
68,26
8,43
68,36
4,70
4,20
58,17
22,30
3,18
58,68
30,47
36,17
59,0
68,54
7,22
62,22
60,25
23,30
62,4
56,20
16,13
5,16
43,58
59,34
14,0
1,2
66,70
5,36
8,64
70,18
64,55
1,8
66,2
21,52
19,26
62,44
36,9
68,32
41,46
32,40
8,17
21,54
20,2
68,56
27,14
42,22
8,20
44,43
12,27
49,68
62,64
28,36
52,61
32,54
32,31
14,50
53,68
35,16
67,68
28,12
33,70
0,27
26,34
38,26
60,61
38,46
57,38
16,52
46,8
6,42
17,36
52,32
52,10
24,3
69,70
62,68
26,6
6,62
12,24
47,60
34,61
56,38
64,67
64,44
46,54
58,62
48,35
20,14
24,23
57,50
26,10
44,18
14,55
42,1
35,46
7,62
0,26
36,54
22,7
35,28
18,62
1,50
52,0
44,47
48,10
52,45
4,38
62,37
48,33
14,8
12,56
63,46
3,56
14,30
10,49
12,47
66,29
18,37
14,15
56,29
59,14
56,14
62,24
45,54
22,44
36,68
68,31
70,14
58,48
24,18
43,22
52,39
60,57
10,28
24,12
0,39
58,27
44,28
58,12
26,31
16,56
37,26
28,8
46,62
39,64
17,38
1,58
63,56
4,44
58,47
33,34
8,68
14,51
62,54
32,65
45,18
3,0
42,67
66,43
62,38
24,21
10,18
28,14
31,10
50,48
38,60
9,60
19,70
58,61
12,38
22,17
18,14
22,61
3,12
6,10
46,21
12,3
70,44
18,38
29,56
60,38
49,44
12,7
38,28
56,34
24,70
0,54
4,39
70,52
21,0
47,28
23,48
8,19
6,64
31,4
60,51
6,16
3,4
52,33
60,53
23,4
30,34
32,30
34,34
55,0
8,24
52,17
10,30
49,66
15,10
60,30
67,6
62,32
40,18
52,2
35,58
22,27
32,18
9,70
40,15
56,68
46,56
69,40
20,39
38,42
45,46
19,22
53,26
18,68
24,8
30,56
20,52
36,6
16,32
25,50
26,32
24,40
61,54
54,24
57,8
0,35
36,48
66,25
38,38
2,15
54,40
30,20
22,54
40,20
63,66
60,32
14,70
14,13
65,20
2,42
4,15
48,2
39,70
70,60
44,12
12,21
16,27
44,40
63,70
30,2
46,25
40,8
11,16
62,13
34,52
54,4
53,20
56,40
24,54
18,46
7,12
62,30
10,24
40,68
43,52
17,0
60,16
2,68
37,68
50,23
53,18
20,64
48,42
39,34
25,64
20,17
44,38
41,32
39,36
54,42
24,20
14,12
8,4
57,24
50,67
16,70
51,58
